,医院名称,检查检验费均值
1149,安岳县卧佛镇卫生院,599.4047022
344,仁寿运长医院,599.0575032
990,大安区何市中心卫生院,598.7896875
478,内江市东兴区白合中心卫生院,597.7967105
151,乐山友谊医院,597.4559524
1790,广汉市金鱼镇卫生院,597.1846561
2289,旺苍县白水镇静乐寺卫生院,596.9531148
1903,德阳市罗江区鄢家镇中心卫生院,596.7509804
3769,金阳县中彝医院,596.2264706
1555,巴中市恩阳区玉山中心卫生院,595.9111356
3,万源博爱医院有限公司,595.8783784
4037,黑水县中藏医院,595.1126761
3701,邻水天蓝眼科医院,594.8564356
1761,广安市广安区浓洄社区卫生服务中心,594.3483146
1838,彭州市桂花镇卫生院,593.9743902
1294,宣汉县下八镇卫生院,593.9591837
1639,平昌县西兴镇高峰卫生院,593.7483051
2174,成都美容整形医院,593.5483871
3188,荣县正紫镇卫生院,592.9
3179,荣县双古中心卫生院,592.8507692
3630,遂宁市民康医院（遂宁市优抚医院）,592.4230769
3991,马边彝族自治县妇幼保健计划生育服务中心,591.9
2922,红原县人民医院,591.8399485
487,内江市市中区中医医院,591.677131
21,万源市玉带乡卫生院,591.5204082
1686,广元市利州区大石镇卫生院,590.731405
3756,金堂正康老年病医院,590.73125
550,凉山视康眼科医院,590.5454545
1605,平昌县佛楼镇卫生院,590.4719917
633,南充佑安医院,590.4054054
997,大竹仁爱医院,590.1273034
3001,绵阳市游仙区忠兴中心卫生院,589.980131
3732,金堂县中西医结合医院（金堂县土桥中心卫生院、金堂县土桥镇公共卫生所）,589.3430532
2489,江阳区黄舣中心卫生院（泸州市江阳区第二中医医院）,589.1890404
1704,广元市昭化区昭化镇中心卫生院,588.8536585
3438,资阳市雁江区祥符镇中心卫生院,587.5750988
1140,安岳县乾龙镇卫生院,587.3591667
3629,遂宁市安居区西眉镇马家卫生院,587.1409091
1659,平武县平通羌族乡中心卫生院（平武县第二人民医院）,587.0437209
1029,大竹县第二人民医院,586.9200415
1496,崇州人工智能康复医院,586.9007407
3102,自贡爱尔眼科医院,586.867052
1031,大竹县观音中心卫生院,586.7169811
3428,资阳市雁江区伍隍镇中心卫生院,586.2935519
1646,平昌县驷马镇中心卫生院,586.197067
2559,泸州市龙马潭区妇幼保建计划生育服务中心（泸州市龙马潭区妇幼保健院）,584.9687332
59,三台县忠孝乡卫生院,584.8792593
9,万源市固军镇卫生院,584.8134715
1304,宣汉县君塘镇中心卫生院,584.440678
3876,隆昌市龙市镇中心卫生院,584.3961165
2834,眉山蕴缨妇产医院,583.8510417
1585,布拖县中彝医院,583.4680412
3646,遂宁肛肠专科医院,582.7272727
3168,苍溪福昌中医疼痛医院,582.7021277
3723,都江堰康恩妇科医院,582.6666667
365,仪陇县大寅中心卫生院,582.5791908
2611,渠县定远镇卫生院,582.4354839
2540,泸县立石中心卫生院,582.4052369
1768,广安新迪眼科医院（枣山园区）,582.035503
2542,泸县长生肾病医院,582.0162162
33,万源市长坝镇卫生院,581.7882353
2656,犍为县定文镇中心卫生院,581.4576744
1306,宣汉县塔河镇卫生院,580.4220183
1317,宣汉县樊哙镇中心卫生院,579.9840954
2621,渠县新市镇卫生院,579.6462585
2270,旺苍县东河镇中心卫生院,579.5878788
1356,富顺县李桥镇卫生院,579.161244
491,内江市市中区全安镇卫生院,578.9678457
1226,宜宾市南溪区妇幼保健计划生育服务中心、宜宾市南溪区妇幼保健院,578.8011111
3644,遂宁爱尔眼科医院,578.6852941
1402,射洪市香山镇卫生院,578.60625
30,万源市草坝中心卫生院,578.3510769
1108,威远县高石镇卫生院,578.1745665
321,仁寿县禾加镇卫生院,577.7159935
1817,开江县长岭中心卫生院,577.2585551
4008,高县妇幼保健院,577.0529851
3925,雷波县妇幼保健计划生育服务中心,576.6206897
581,剑阁县盐店镇卫生院,575.8777778
1099,威远县山王镇卫生院,575.8117949
125,丹巴县中藏医医院,575.3584906
3519,达州市达川区百节镇卫生院,575.2977778
2102,成都市青白江区大弯社区卫生服务中心,575.0489231
2027,成都市新津区普兴街道中心卫生院,574.6997531
1446,岳池县罗渡镇中心卫生院,574.4317181
1503,崇州市大划街道社区卫生服务中心,574.2256131
248,九寨沟县第二人民医院（九寨沟县漳扎镇卫生院））,573.9708333
3220,营山县妇幼保健计划生育服务中心,573.8647368
715,南充百姓医院,572.6276423
1514,崇州市道明镇卫生院,572.5448598
940,四川天府新区第二人民医院（四川天府新区精神卫生中心）,572.3348837
4047,龙马潭区鱼塘街道社区卫生服务中心,572.0585859
774,南部县伏虎中心卫生院,571.8153488
3712,都江堰市灌口平义社区卫生服务中心,571.7765625
3137,苍溪县文昌镇中心卫生院,571.1830065
1318,宣汉县残联附属医院,570.96875
1361,富顺县福善镇卫生院,570.9552486
1335,宣汉县茶河镇卫生院,570.8974359
2517,沙湾友安老年病专科医院,570.7744828
3567,通江县兴隆镇卫生院,570.6675676
863,古蔺县太平中心卫生院,570.6122727
3342,西充县妇幼保健计划生育服务中心,570.4651
3326,蓬溪长庚中医肛肠医院,570.3685294
1624,平昌县汉王庙社区卫生服务中心,569.865
3890,雅安市名山区妇幼保健计划生育服务中心,569.4166667
3269,蒲江鑫名老年病医院,569.0617647
2985,绵阳市涪城区吴家中心卫生院,568.9514286
2218,成都高新区新北社区卫生服务中心,568.4129293
4016,高县胜天镇卫生院,567.8448048
234,乐至县通旅镇卫生院,566.825
3143,苍溪县浙水乡卫生院,565.7409091
484,内江市东兴区高梁中心卫生院,565.7184211
3004,绵阳市游仙区涪江街道社区卫生服务中心,565.7108911
1297,宣汉县五宝镇卫生院,565.5882591
1401,射洪市青岗中心卫生院,565.056213
1428,屏山县龙华镇卫生院,564.9539224
556,剑阁县下寺镇中心卫生院,564.7069767
2586,洪雅县槽渔滩中心卫生院（洪雅县槽渔滩镇妇幼保健计划生育服务站）,564.625
1638,平昌县西兴镇中心卫生院,564.5764706
2107,成都市青白江区祥福镇公立中心卫生院,564.5724265
4010,高县康诺医院（高县罗场镇卫生院）,564.4728814
1778,广汉市三星堆镇中心卫生院,563.6027397
572,剑阁县柳沟镇中心卫生院,563.4670659
3535,达州市通川区东岳镇卫生院,563.1176471
3068,自贡市沿滩区仙市镇卫生院,562.5449502
1137,安岳县两板桥镇卫生院,562.254
607,北川羌族自治县禹里镇中心卫生院,561.6
873,古蔺县茅溪中心卫生院,561.4698864
3764,金川县泰安医院,561.2649123
843,叙永县落卜中心卫生院,560.7368056
3746,金堂县赵家镇卫生院(金堂县赵家镇公共卫生所）,560.2755134
2663,犍为县罗城镇中心卫生院,559.878607
2219,成都高新区桂溪社区卫生服务中心,559.5459459
3003,绵阳市游仙区沉抗镇卫生院,559.5289157
2722,白玉县藏医院,558.4347826
1332,宣汉县老君乡卫生院,558.375
782,南部县大坪中心卫生院,558.3691824
1472,峨眉山市符溪镇中心卫生院,557.4883831
26,万源市竹峪中心卫生院,557.3924658
904,合江县白米镇卫生院,556.9173729
2763,盐源县泸沽湖镇卫生院,556.8661654
3123,苍溪仁泰医院,556.7125
663,南充市嘉陵区李渡镇中心卫生院（南充市嘉陵区第二人民医院）,556.4122867
2255,攀枝花煤业（集团）有限责任公司总医院,555.4748299
3640,遂宁市船山区老池镇中心卫生院,554.9964789
2222,成都高新区西园社区卫生服务中心,553.4296296
1208,宜宾三江新区白沙湾社区卫生服务中心,552.8390028
86,中康凉山康复医院,552.6140127
2484,江阳区泰安街道社区卫生服务中心（泸州国家高新区人民医院）,552.3765625
1640,平昌县邱家镇中心卫生院,551.9891892
3820,阆中市妇幼保健计划生育服务中心,551.9107732
2954,绵竹市第二中医医院,551.8030822
897,合江县妇幼保健院,551.0438356
3284,蓬安县河舒中心卫生院,550.7682464
3541,达州火峰山老年病医院,550.589172
3623,遂宁市安居区玉丰镇卫生院,550.5607143
2742,盐亭县金孔镇中心卫生院,550.2621027
3242,营山县绿水中心卫生院,550.1573267
762,南江镇阳医院,549.7176471
2182,成都西南不孕不育医院,549.1074627
3707,都江堰市天马镇中心卫生院,548.7462642
2537,泸县百和镇卫生院,548.4253012
869,古蔺县皇华镇卫生院,548.4120567
3684,邻水县城北镇卫生院,548.2682927
2017,成都市成华区猛追湾建设路社区卫生服务中心、成都通用锦电医院（第二名称）,548.065625
1201,安州民生医院,547.7797333
846,叙永县马岭中心卫生院,547.5909091
2377,武胜县妇幼保健计划生育服务中心,546.7191781
3522,达州市达川区石梯镇中心卫生院,546.2188295
850,叙永县龙凤镇卫生院,545.3846154
3180,荣县双石中心卫生院,545.2897059
1360,富顺县琵琶镇卫生院,544.7
3869,隆昌市界市镇中心卫生院,544.3271709
3659,邛崃市固驿街道卫生院,542.9944954
3495,达州市达川区万家镇卫生院,542.5490196
3280,蓬安县徐家中心卫生院,542.4937778
3162,苍溪县龙王镇中心卫生院,542.3714286
1617,平昌县得胜镇中心卫生院,542.1167869
358,仪陇县先锋镇卫生院,542.0846154
2368,梓潼爱尔眼科医院,541.6375
1352,富顺县安溪镇卫生院,541.0391753
2891,简阳市石桥街道社区卫生服务中心,540.9583087
3598,通江县龙凤场镇卫生院,540.3714724
40,万源民生医院,540.3574879
2021,成都市新津区五津社区卫生服务中心,540.3215686
711,南充海圣堂医院,540.0869565
2950,绵竹市新市镇卫生院,539.9888889
3249,营山民康医院,539.9173554
1832,彭州市天彭街道利安社区卫生服务中心,539.5619632
3655,邛崃市临济镇卫生院,539.4737968
3957,青川县妇幼保健院,539.2810458
3400,资中县球溪镇卫生院,539.0807018
3161,苍溪县龙山镇中心卫生院,539.0515695
907,合江县石龙镇卫生院,538.8904382
2486,江阳区蓝田街道社区卫生服务中心,538.6971751
2990,绵阳市涪城区杨家镇卫生院,538.4526978
1162,安岳县岳源乡卫生院,537.9366071
818,南部精诚眼科医院,537.4415205
1141,安岳县云峰乡卫生院,537.2976744
2614,渠县巨光乡卫生院,537.0917431
1098,威远县小河镇卫生院,536.9968153
369,仪陇县张公镇卫生院,536.6545455
3512,达州市达川区景市镇中心卫生院,536.5074627
2533,泸县海潮镇卫生院,536.4339623
3053,自流井区钟云山社区卫生服务站,536.4222222
469,内江市东兴区双桥镇卫生院,536.3679181
1964,成都军大整形外科医院,536.3117207
998,大竹众幸医院,536.2894737
3111,色达县藏医院,536.08
35,万源市魏家镇卫生院,535.8857143
1785,广汉市小汉镇中心卫生院,535.7027211
1618,平昌县得胜镇五木卫生院,535.3070352
2029,成都市新津区永商镇公立卫生院,535.1572711
2798,眉山市东坡区妇幼保健计划生育服务中心,534.167757
2263,新津岷江颐养居康复医疗中心,534.1023256
2560,泸州市龙马潭区第二人民医院,534.05141
2745,盐亭县黄甸镇中心卫生院,534.019403
914,合江张氏骨科医院,533.968
896,合江县大桥中心卫生院（合江县第四人民医院）,533.9162649
2491,江阳茜草江南社区卫生服务中心(泸州浦南医院),533.835443
1316,宣汉县桃花镇卫生院,533.7130435
1175,安岳县毛家镇卫生院,533.5596685
1853,彭州茂康中医医院,532.1880952
1510,崇州市白头镇卫生院,531.2239238
3015,绵阳爱尔眼科医院,531.2150685
989,大安区三多寨镇卫生院,530.7966387
2620,渠县文崇镇卫生院,530.6414141
1167,安岳县护龙镇卫生院,529.0405405
8,万源市古东关街道社区卫生服务中心,528.8951613
1757,广安市广安区官盛镇卫生院,528.8846154
3288,蓬安县罗家中心卫生院,528.8057692
1185,安岳县通贤镇人和卫生院,528.6961905
2788,眉山仁德精成中医骨伤医院,528.4237458
175,乐山市市中区安谷镇中心卫生院,528.3054187
1233,宜宾市叙州区南岸街道社区卫生服务中心,527.8421229
1906,德阳眼科医院,527.8026212
2886,简阳市新市街道社区卫生服务中心,527.7835556
2025,成都市新津区安西镇公立卫生院,526.1705329
1191,安岳县鸳大镇卫生院,525.7590164
254,五通桥区牛华社区卫生服务中心,525.7544304
705,南充格瑞尔医院,525.7166667
911,合江县荔江镇卫生院,525.2028986
2173,成都红星老年病医院,524.7190476
3546,达州紫荆妇产医院,524.375
67,三台县灵兴镇卫生院,524.3568862
61,三台县新德镇卫生院,524.2971098
430,会理市妇幼保健计划生育服务中心（会理市妇幼保健院）,524.0296588
2901,简阳市青龙镇卫生院,523.465
3752,金堂县高板社区卫生服务中心（金堂县高板街道公共卫生所）,523.1917197
2920,米易老年病医院,522.9343284
707,南充民康医院,522.3454545
1821,彭州一康中医医院,522.236478
2347,梓潼佳士老年病医院,522.1304348
1358,富顺县永年镇中心卫生院,521.0293763
3749,金堂县转龙镇中心卫生院,520.7474542
2131,成都市龙泉驿区西河镇公立卫生院,520.539485
563,剑阁县剑门关镇中心卫生院,520.1893382
11,万源市大竹中心卫生院,519.9603896
2870,筠连县腾达镇卫生院,519.664539
2669,犍为成康医院,519.2855019
3051,自流井区新街社区卫生服务中心,519.0887417
2849,科学城医院航空城分院,518.9548387
3502,达州市达川区双庙镇卫生院,518.8178439
3570,通江县妇幼保健院,518.610522
250,九龙县民族医院,518.5909091
3564,通江县两河口镇卫生院,518.5217391
3411,资中县龙结镇卫生院,518.1225225
2681,珙县洛表镇少数民族中心卫生院,518.0193802
3281,蓬安县新园乡卫生院,517.8505495
2737,盐亭县玉龙镇中心卫生院,517.7598513
52,三台县北坝镇中心卫生院,517.6549918
3073,自贡市沿滩区永安镇中心卫生院,517.5887597
870,古蔺县石宝中心卫生院,517.2223529
1422,屏山县屏山镇中心卫生院,517.189172
2730,盐亭县妇幼保健院,517.0878661
1752,广安市广安区北辰社区卫生服务中心,516.7392857
1310,宣汉县峰城镇中心卫生院,516.4047244
1046,大英县金元镇卫生院,515.9205882
1275,宜宾市翠屏区西郊社区卫生服务中心,515.7275893
69,三台县秋林镇卫生院,515.5921569
657,南充市嘉陵区大通镇中心卫生院,515.5321705
573,剑阁县樵店乡卫生院,515.5236364
3209,营山博康肾病医院,514.8528736
3344,西充县槐树中心卫生院,514.840073
1043,大英县玉峰中心卫生院,514.8292683
1921,成都东大肛肠医院,514.3871658
1364,富顺县邓井关街道社区卫生服务中心,514.3690402
468,内江市东兴区双才中心卫生院,513.1058824
2213,成都风湿医院（成都风湿医院互联网医院）,513.0124011
39,万源忠栋医院,512.8271186
1647,平昌县龙岗镇中心卫生院,512.2210938
2306,昭觉县妇幼保健计划生育服务中心,511.7831325
1228,宜宾市南溪区裴石镇卫生院,511.733
1165,安岳县思贤镇卫生院,511.4
2166,成都爱道医院,511.0183784
3954,青川县关庄镇中心卫生院,510.6483516
3142,苍溪县河地镇卫生院,510.6404494
