,最小样本数量,费用类型,记录总数,统计特征长度,原始训练数据量,原始验证数据量,训练数据可预测数据量,测试数据可预测数据量,训练数据可预测数据的均方差,测试数据可预测数据的均方差,训练数据可预测数据的O/E标准差,测试数据可预测数据的O/E标准差,训练数据可预测数据O/E均值,测试数据可预测数据O/E均值
40,50,耗材费,327037,8,261629,65408,98408,24294,3155.6823323377594,3025.2845943032926,0.8129507383456732,0.9500571454261326,1.0,1.0002139697511656
41,100,耗材费,327037,8,261629,65408,70549,17554,2885.806262370582,2616.264604048625,0.8421942277514057,1.0007061394768115,1.0,1.0000004448293434
42,5,耗材费,327037,9,261629,65408,182243,44185,4056.305773207747,4246.182078485758,0.7604739662410218,1.139346035867911,1.0,1.0195197635330813
43,10,耗材费,327037,9,261629,65408,159793,39005,3633.9960309773405,3402.447227727785,0.7781040421828299,1.067546979590672,1.0000000000000002,1.0096751353789282
44,15,耗材费,327037,9,261629,65408,146175,35848,3543.277690286772,3338.3643475728495,0.7863872033219157,0.9065232264307705,1.0,1.0014260524867322
45,20,耗材费,327037,9,261629,65408,135046,33116,3551.9208061165505,3345.0052194074106,0.7913589041596693,0.9051318646673356,1.0,0.9996524097354519
46,30,耗材费,327037,9,261629,65408,118205,28988,3447.3563491645164,3289.6458852952487,0.79948455295562,0.9301996944956299,1.0000000000000002,1.0003966303617005
47,50,耗材费,327037,9,261629,65408,98187,24240,3152.2518936622814,3021.6279829537752,0.81273812723826,0.9494723020558519,0.9999999999999999,0.9998005464936013
48,100,耗材费,327037,9,261629,65408,70477,17539,2885.2903937830947,2613.1788392054436,0.8422332966103494,1.00062982625992,1.0,0.9998520204055698
49,5,检查检验费,770158,3,616126,154032,581105,144156,2336.9931139889427,2440.23509221054,0.674005470271514,0.7213085649632004,0.9999999999999998,1.0087236309227874
50,10,检查检验费,770158,3,616126,154032,562149,139614,2319.759218205467,2415.419708863532,0.6779110898342742,0.7185956850918297,1.0000000000000002,1.0073149618122157
51,15,检查检验费,770158,3,616126,154032,547437,136160,2309.133647830384,2388.591500992746,0.6805213195695711,0.7142496516642214,1.0000000000000002,1.0055805942482945
52,20,检查检验费,770158,3,616126,154032,535086,133142,2296.7905994048147,2376.8139872838433,0.6818760304005599,0.7154807762917905,1.0,1.0055023552161468
53,30,检查检验费,770158,3,616126,154032,513855,128052,2270.6870620914547,2366.502995246904,0.6836631980891326,0.7170260565318626,1.0000000000000002,1.0053324393195784
54,50,检查检验费,770158,3,616126,154032,481109,119968,2235.8270803087767,2360.4868244996956,0.687144109401048,0.7206860131250542,0.9999999999999998,1.0057107892993358
55,100,检查检验费,770158,3,616126,154032,425893,106413,2184.354176265358,2277.741242638813,0.6926508042417286,0.7211206031321462,0.9999999999999994,1.004663776536852
56,5,检查检验费,770158,4,616126,154032,566478,140240,2229.4186401053717,2364.8382684034955,0.6550794475785244,0.7024354240653258,1.0,1.0086992123877665
57,10,检查检验费,770158,4,616126,154032,543724,134852,2198.462565721622,2332.3541845887553,0.6598326713215746,0.699393952418515,1.0000000000000004,1.0073453978785691
58,15,检查检验费,770158,4,616126,154032,527338,131145,2188.9873816523077,2324.714866788679,0.662960848638103,0.697925985742796,0.9999999999999998,1.0062502078561228
59,20,检查检验费,770158,4,616126,154032,513341,127713,2176.696741727075,2292.4200799634887,0.6648734442492282,0.6981384178110074,1.0000000000000002,1.0056065326612775
60,30,检查检验费,770158,4,616126,154032,490276,122119,2145.0015635963655,2279.0479380520105,0.6674971956408493,0.7004611616132846,0.9999999999999999,1.0058857394652838
61,50,检查检验费,770158,4,616126,154032,456003,113659,2088.772352627094,2216.6323253728965,0.6712132595231259,0.7009154905546398,1.0,1.0052102712648467
62,100,检查检验费,770158,4,616126,154032,399517,99874,2003.2295067973266,2127.571244352729,0.6773490975468092,0.7035862360780017,1.0000000000000002,1.0045683000929035
63,5,检查检验费,770158,5,616126,154032,526222,129466,2008.240056553736,2185.4127443561865,0.6037770829533826,0.6497341194657822,1.0,1.0101180812125288
64,10,检查检验费,770158,5,616126,154032,492138,121610,1965.6892402986812,2067.742692046572,0.6098878149522898,0.6354150304590704,1.0000000000000002,1.0070901834596169
65,15,检查检验费,770158,5,616126,154032,468926,116189,1946.917062384179,2016.1840768160585,0.613642358812162,0.6316155929048218,0.9999999999999997,1.0048931723342682
66,20,检查检验费,770158,5,616126,154032,449506,111538,1890.9288077722015,1995.3609089622526,0.6154067800053437,0.6326136273278505,1.0000000000000002,1.0051230336705381
67,30,检查检验费,770158,5,616126,154032,419461,104387,1823.1497376127409,1884.0984820560068,0.6187439953098327,0.6303067807363629,1.0,1.0039450819946878
68,50,检查检验费,770158,5,616126,154032,377379,93954,1704.1278392584366,1776.2559982903124,0.6224543315683086,0.6317420370903654,0.9999999999999999,1.0035227284859738
69,100,检查检验费,770158,5,616126,154032,313755,78241,1639.4830321794639,1734.225430008557,0.6303544426737809,0.6388411452288777,1.0,1.0028490095876028
70,5,检查检验费,770158,6,616126,154032,522966,128606,1998.4287673273104,2184.607918877534,0.60260596675799,0.648709090960166,1.0,1.0101202260467632
71,10,检查检验费,770158,6,616126,154032,488478,120694,1957.8369278284692,2044.6211107614545,0.6088298260083325,0.634250151649729,1.0,1.006931701630555
72,15,检查检验费,770158,6,616126,154032,465014,115190,1938.0025014259202,2011.8490408191751,0.6126346683236586,0.6309497920907059,0.9999999999999998,1.004831826838226
73,20,检查检验费,770158,6,616126,154032,445444,110504,1887.263712581956,1990.3727724082482,0.6145869700373994,0.6312261852976957,1.0000000000000002,1.0049504862732659
74,30,检查检验费,770158,6,616126,154032,415414,103356,1820.1021954170185,1879.4824988101384,0.6177980874970829,0.6288266205022688,0.9999999999999996,1.0036752244217628
75,50,检查检验费,770158,6,616126,154032,373727,93090,1700.1521438134132,1770.9686421631304,0.6219978771401884,0.6309681737511149,1.0000000000000002,1.0030198518477325
76,100,检查检验费,770158,6,616126,154032,310715,77520,1634.7437794678951,1727.429283213482,0.6301102985224386,0.63836486566999,1.0,1.002688738987253
77,5,检查检验费,770158,7,616126,154032,488942,119732,1902.1386579082953,2011.456709612828,0.5876335486483831,0.6263171376195835,1.0000000000000002,1.0106895606685775
78,10,检查检验费,770158,7,616126,154032,447343,110172,1862.447193183473,1947.0678965538445,0.5959532647181733,0.6237374973512925,1.0,1.0083125827580768
79,15,检查检验费,770158,7,616126,154032,420231,103907,1759.4579826179113,1842.3851409437816,0.6000769419325429,0.6215951359475115,0.9999999999999999,1.0071298032699132
80,20,检查检验费,770158,7,616126,154032,398540,98642,1720.5795271327697,1775.0349366161602,0.6030473688111465,0.6214359299245943,1.0000000000000002,1.0067012903402373
81,30,检查检验费,770158,7,616126,154032,365469,90628,1692.7314801679697,1747.325714409391,0.6086622122287472,0.6209485726593835,0.9999999999999997,1.0053294222663909
82,50,检查检验费,770158,7,616126,154032,320203,79603,1657.694298122375,1698.4759640094758,0.6154972075568484,0.6230393221892547,1.0000000000000002,1.003832362892144
83,100,检查检验费,770158,7,616126,154032,257138,64288,1591.297052181119,1628.9509766213134,0.6242694168010614,0.624278500053872,1.0000000000000002,1.003321483019769
84,5,检查检验费,770158,8,616126,154032,476757,116615,1864.4132449598185,1960.9675930070562,0.5826190706986797,0.6233156574115435,0.9999999999999999,1.0112087071278073
85,10,检查检验费,770158,8,616126,154032,432824,106583,1819.9480960611518,1913.4291906125427,0.5918055718829406,0.6205131659491534,1.0000000000000002,1.0089679777260332
86,15,检查检验费,770158,8,616126,154032,404693,100038,1729.5875930609325,1811.6749325408084,0.5963109541895657,0.6191525442450954,1.0000000000000002,1.0075653411982768
87,20,检查检验费,770158,8,616126,154032,382784,94709,1687.328605103091,1744.2840329132762,0.5995359011311051,0.6183617159044422,0.9999999999999999,1.0070507811976468
88,30,检查检验费,770158,8,616126,154032,348005,86312,1659.0928184673242,1715.097051830585,0.605981721949877,0.6195933089350346,0.9999999999999998,1.0058009306043785
89,50,检查检验费,770158,8,616126,154032,302942,75388,1639.4499398188887,1687.0986933961512,0.613478453228987,0.6229316575916262,1.0000000000000002,1.0041071708327687
90,100,检查检验费,770158,8,616126,154032,239046,59865,1580.9219515733091,1624.2780698120798,0.624469324403948,0.6246012395628919,1.0,1.0033593645396763
91,5,检查检验费,770158,9,616126,154032,476234,116473,1864.503245925552,1961.4601020009977,0.5825599799210076,0.623331828506968,0.9999999999999999,1.0111793422084456
92,10,检查检验费,770158,9,616126,154032,432279,106426,1820.2366359326156,1913.9105822733884,0.5917592646122423,0.6205337739188329,1.0,1.0089799964004569
93,15,检查检验费,770158,9,616126,154032,404236,99930,1729.8500205237967,1811.9147452820873,0.5963417256277115,0.6191163563749597,1.0,1.0074987456707087
94,20,检查检验费,770158,9,616126,154032,382310,94580,1687.64041670644,1744.5131884044958,0.5996344490034281,0.6183456744631305,0.9999999999999999,1.0069312868144562
95,30,检查检验费,770158,9,616126,154032,347664,86225,1659.3027308417059,1715.2379575892448,0.6060231724768623,0.6195607563645849,1.0000000000000002,1.0056724911088768
96,50,检查检验费,770158,9,616126,154032,302655,75304,1639.438640571294,1687.365060252223,0.613426724735605,0.6229444403444084,0.9999999999999998,1.0040991252612006
97,100,检查检验费,770158,9,616126,154032,238796,59788,1580.66623290912,1624.2997173393421,0.6243930028045629,0.624622107422695,1.0000000000000002,1.0033058221770705
98,5,药品费,701780,3,561424,140356,527931,131142,3534.232173565749,3458.213224291911,0.9600373446924242,1.0286725174096645,1.0,1.0153192171998084
99,10,药品费,701780,3,561424,140356,510198,127014,3465.630441965234,3423.1411245626855,0.9664216508646327,1.0235427065481033,1.0,1.0121356039653324
100,15,药品费,701780,3,561424,140356,495913,123482,3386.9308665657645,3361.8492423727,0.9697100623247956,1.0130052585731806,1.0000000000000002,1.009625349749756
101,20,药品费,701780,3,561424,140356,484396,120750,3382.658854652272,3334.308058835898,0.9724236675213962,1.0075814458054961,1.0000000000000002,1.0079222821324096
102,30,药品费,701780,3,561424,140356,465082,116116,3357.0592918041716,3327.4652525435285,0.9755794827573426,0.9973262019144123,1.0,1.0069352592041685
103,50,药品费,701780,3,561424,140356,435413,108786,3258.199969724829,3300.3359188752174,0.9798949732137942,0.9990532390436373,1.0000000000000004,1.0069088507038544
104,100,药品费,701780,3,561424,140356,384446,96093,3028.656258594298,3175.8156951423775,0.9777157266040584,1.0020220233537092,1.0,1.007642320951696
105,5,药品费,701780,4,561424,140356,514162,127481,3271.9506257078433,3271.0526800130083,0.9025423554115892,0.9816680629901702,1.0,1.0159990055690618
106,10,药品费,701780,4,561424,140356,492713,122623,3174.51230618888,3236.877917879499,0.9093911526084705,0.9686096377674546,1.0,1.0120688666961148
107,15,药品费,701780,4,561424,140356,476980,118828,3141.6548165802556,3194.7495408788113,0.9129895868814996,0.9646793320373861,1.0000000000000004,1.010326911917986
108,20,药品费,701780,4,561424,140356,464106,115798,3068.453950292666,3176.797057811578,0.9149315558399836,0.9579288175940665,1.0,1.0092230701990477
109,30,药品费,701780,4,561424,140356,442930,110646,3041.5475264380843,3176.361078368733,0.9182693016652007,0.9557925078587544,1.0000000000000002,1.0090657504341334
110,50,药品费,701780,4,561424,140356,411549,102911,2982.3217139593776,3115.502172651264,0.9214915164206332,0.9494339817692218,1.0,1.008478210576298
111,100,药品费,701780,4,561424,140356,360181,90157,2734.9058362594483,2970.671991120499,0.9192923395973008,0.9522513956639542,0.9999999999999996,1.0077086828177697
112,5,药品费,701780,5,561424,140356,476412,117644,2987.712357448609,3022.665037494995,0.8220711424245382,0.9163997851354587,0.9999999999999992,1.0187597960685921
113,10,药品费,701780,5,561424,140356,444641,110426,2807.778396975488,2815.3927779763435,0.8306514553130603,0.8925266768334602,1.0000000000000002,1.0146539246148998
114,15,药品费,701780,5,561424,140356,422606,105178,2752.501499185428,2780.617906796891,0.8344162649210655,0.8810418237744552,0.9999999999999998,1.0122658114274354
115,20,药品费,701780,5,561424,140356,404837,100957,2684.2948498612354,2637.393051214398,0.8371499771742247,0.8743258593320228,1.0000000000000002,1.0109469039596652
116,30,药品费,701780,5,561424,140356,377744,94417,2592.0055653033946,2471.80686463873,0.8398666819411463,0.8676880707883246,1.0000000000000002,1.009837951493538
117,50,药品费,701780,5,561424,140356,338784,84755,2463.370463435725,2395.2631128536614,0.8427167641526027,0.8570861768777145,0.9999999999999998,1.0080678406185026
118,100,药品费,701780,5,561424,140356,281101,70252,2077.1070454437754,2070.9319053596237,0.8441514157310942,0.8503712818979827,0.9999999999999998,1.0047579468838943
119,5,药品费,701780,6,561424,140356,473568,116916,2949.3329433260665,3018.9169276892903,0.8193393779064329,0.9154552722083824,1.0000000000000002,1.019582607892591
120,10,药品费,701780,6,561424,140356,441157,109548,2794.5543381515804,2815.4117279391526,0.8281646981626162,0.8939456804313103,0.9999999999999999,1.0153985089581323
121,15,药品费,701780,6,561424,140356,418892,104223,2738.4425754807176,2781.1497413993916,0.8322513079482666,0.8821980622065132,1.0000000000000002,1.0130737355708637
122,20,药品费,701780,6,561424,140356,401144,100038,2666.2155897797056,2637.080948311316,0.8347156276341294,0.875627947392059,1.0,1.0118778710939396
123,30,药品费,701780,6,561424,140356,374283,93507,2580.5643787810272,2471.7221008860174,0.8375716248302606,0.8689380534303635,1.0,1.010372237542159
124,50,药品费,701780,6,561424,140356,335258,83856,2454.1109926758986,2393.890978635818,0.8412647419419695,0.858268654286964,0.9999999999999997,1.0083856233694577
125,100,药品费,701780,6,561424,140356,278514,69591,2062.0489165487597,2061.83494115455,0.8421779973924906,0.8507253248998852,1.0,1.0049419297410198
126,5,药品费,701780,7,561424,140356,441828,108504,2697.8720801650275,2671.3324640890532,0.7888923654631127,0.885401916236391,1.0000000000000002,1.0209941994910607
127,10,药品费,701780,7,561424,140356,403323,99850,2604.8462759183153,2551.7963335694903,0.7998675228917562,0.8737475952845014,1.0000000000000002,1.0165188290508367
128,15,药品费,701780,7,561424,140356,377161,93789,2563.3524826633675,2529.7627563013803,0.8052551728055718,0.8630660541072691,0.9999999999999997,1.01424293313274
129,20,药品费,701780,7,561424,140356,357693,89053,2350.7733777622884,2416.014285673114,0.8082454321890072,0.8535934145722283,1.0000000000000002,1.0135688413986013
130,30,药品费,701780,7,561424,140356,327093,81399,2264.463476346588,2388.3716237308477,0.8128898669372543,0.8527626162201861,1.0,1.0124803516651473
131,50,药品费,701780,7,561424,140356,287463,71806,2085.4850114029655,2006.2725676707562,0.8175313062923557,0.8330737246584929,1.0,1.0077160583676554
132,100,药品费,701780,7,561424,140356,229383,57462,1958.0553088184784,1987.7268868306712,0.8172323320458675,0.8332232736155497,1.0,1.0061974758643493
133,5,药品费,701780,8,561424,140356,430333,105559,2644.0836988163314,2645.076146870727,0.780602884022076,0.8832067452942265,1.0000000000000002,1.0214881525705506
134,10,药品费,701780,8,561424,140356,389886,96479,2569.807345625727,2519.5427422752623,0.7922458840654718,0.8686760232476622,0.9999999999999999,1.01731482967101
135,15,药品费,701780,8,561424,140356,363351,90363,2541.7169009688378,2468.874055495806,0.7980822696582583,0.8596390779329409,0.9999999999999999,1.0144792227219224
136,20,药品费,701780,8,561424,140356,342941,85323,2318.0751180154316,2399.371535901219,0.8013803720036112,0.8495236602195982,1.0,1.0137183307614368
137,30,药品费,701780,8,561424,140356,311169,77438,2225.000601614664,2344.6957635033464,0.8055471938307308,0.847795415142616,1.0,1.01294751836454
138,50,药品费,701780,8,561424,140356,271420,67851,2055.085203228151,1994.1911112180785,0.8081586760805936,0.8286843578634381,0.9999999999999998,1.007785120953241
139,100,药品费,701780,8,561424,140356,212908,53263,1959.163951967973,1988.7110343969575,0.8100504739049036,0.8324313568926924,1.0,1.0068363805298781
140,5,药品费,701780,9,561424,140356,429901,105466,2644.500270397808,2645.3993020844473,0.780249792834839,0.8827078066341276,1.0,1.021472214623369
141,10,药品费,701780,9,561424,140356,389360,96373,2570.195757029941,2519.6002329795524,0.7919575732420322,0.8687860254902686,1.0,1.017417193752493
142,15,药品费,701780,9,561424,140356,362936,90277,2542.2191013790734,2468.6355882386174,0.7979271304476585,0.8596771261261615,1.0,1.0145310204999416
143,20,药品费,701780,9,561424,140356,342500,85206,2313.657680918904,2392.9382750221703,0.8009912460832703,0.8495556400642853,1.0,1.0137160625689712
144,30,药品费,701780,9,561424,140356,310891,77371,2225.6211434007823,2344.4825755968336,0.8054349774242797,0.8475247838535389,1.0,1.0127981961972647
145,50,药品费,701780,9,561424,140356,271162,67792,2055.5232039513216,1994.7339615418866,0.8079626031471345,0.8287301562429867,1.0000000000000002,1.0078089261002157
146,100,药品费,701780,9,561424,140356,212601,53188,1959.6519922110035,1989.6249825646935,0.8098659766151937,0.832746834577758,0.9999999999999998,1.0071069886074169
147,5,总费用,787586,3,630068,157518,594769,147630,10030.915148513366,10183.781914470135,0.6749164696436348,0.7182229018984079,1.0,1.0066397600468646
148,10,总费用,787586,3,630068,157518,575625,143157,9871.221228348924,10173.212889405495,0.677979941071913,0.7154907891970169,1.0000000000000004,1.005656405936685
149,15,总费用,787586,3,630068,157518,560818,139504,9761.797644609484,9953.299172396943,0.6795571602796782,0.7070602996780196,1.0000000000000004,1.0039510479106175
150,20,总费用,787586,3,630068,157518,547420,136121,9675.942948647558,9854.153307141725,0.6802629114918816,0.7038687201353414,0.9999999999999998,1.003168554221861
151,30,总费用,787586,3,630068,157518,526886,131084,9588.397155333203,9838.34596218211,0.6808242437282369,0.7024469835162938,0.9999999999999998,1.0024488992528349
152,50,总费用,787586,3,630068,157518,493994,122874,9243.294733177328,9368.543887053942,0.6805843113456742,0.6999954272616946,0.9999999999999998,1.0015497308969816
153,100,总费用,787586,3,630068,157518,438642,109138,8753.955878305038,8908.716458846868,0.6803248515256822,0.7016360336912447,1.0000000000000002,1.0010145529541437
154,5,总费用,787586,4,630068,157518,579928,143691,9008.592534636151,9240.411515401614,0.6409469097628783,0.6823827630185334,1.0000000000000002,1.0064241299883996
155,10,总费用,787586,4,630068,157518,556938,138351,8817.183752858693,9075.35714766451,0.6449682286886119,0.6717283319330167,1.0,1.0045672867072095
156,15,总费用,787586,4,630068,157518,539932,134221,8718.984865101016,8967.52389884382,0.6472438276241953,0.6690545370966121,1.0000000000000002,1.0030508600258496
157,20,总费用,787586,4,630068,157518,525790,130672,8562.99701011712,8927.016075580957,0.6484464305301186,0.6678195929323175,1.0,1.002418424652595
158,30,总费用,787586,4,630068,157518,503234,125119,8478.984979827268,8701.82302186691,0.6500521459398884,0.6665086767603762,1.0000000000000002,1.001417238550471
159,50,总费用,787586,4,630068,157518,467890,116457,8203.440564817665,8295.977820618878,0.6513123413551568,0.6656276840121511,1.0000000000000004,1.000641899426075
160,100,总费用,787586,4,630068,157518,411081,102331,7584.2546595611775,7858.612293103376,0.653780914212509,0.6671631782192755,0.9999999999999999,0.9993928075044115
161,5,总费用,787586,5,630068,157518,539373,132574,8032.1157239550885,8198.895726743749,0.575921736762144,0.6059526414001395,1.0,1.0068963759538003
162,10,总费用,787586,5,630068,157518,504782,124704,7587.222820578551,7820.309759748883,0.5807610796656042,0.5974482255229921,1.0000000000000002,1.0043361823383972
163,15,总费用,787586,5,630068,157518,480593,118937,7247.906079934018,7249.233417707232,0.5828748781607069,0.58694358157544,1.0,1.0023659003256538
164,20,总费用,787586,5,630068,157518,461783,114392,7149.182312568306,7156.433077708552,0.5841129160440945,0.5859861734584944,1.0000000000000004,1.0018255118717694
165,30,总费用,787586,5,630068,157518,431386,107010,6827.206745025739,6611.138265778062,0.5856529089671464,0.5818771060127117,1.0,1.0002548377769724
166,50,总费用,787586,5,630068,157518,388141,96407,6656.644248946124,6381.571635657113,0.5879985806330802,0.5762303791151483,0.9999999999999999,0.9984096066969306
167,100,总费用,787586,5,630068,157518,323545,80570,5717.405882436123,5289.2024309512035,0.588747207478304,0.5765010959663047,1.0000000000000002,0.9969623262329524
168,5,总费用,787586,6,630068,157518,536221,131802,7969.909205456129,8179.783656316474,0.5740118159062763,0.6063646919779351,1.0,1.0070444562971
169,10,总费用,787586,6,630068,157518,500944,123781,7517.79706608058,7766.054968964331,0.5789509026697535,0.5940114687362668,0.9999999999999999,1.0040814220120153
170,15,总费用,787586,6,630068,157518,476696,117940,7176.043396406736,7196.135927526612,0.5814491615875138,0.5831078386658491,0.9999999999999999,1.002225013891635
171,20,总费用,787586,6,630068,157518,457854,113414,7064.987794917784,7087.953972639689,0.5825970851701003,0.5823181073941157,1.0,1.0016457158464287
172,30,总费用,787586,6,630068,157518,427131,105954,6764.138422228835,6542.20767531806,0.5843129726595209,0.5780798014814237,1.0,1.0000490606509327
173,50,总费用,787586,6,630068,157518,384290,95483,6552.274875841956,6286.967039575459,0.586927817977867,0.5749128995087748,0.9999999999999999,0.9987444572868751
174,100,总费用,787586,6,630068,157518,320477,79836,5619.613898601904,5255.909483195903,0.5872769828792428,0.5765252327334063,1.0000000000000002,0.9972372588549033
175,5,总费用,787586,7,630068,157518,501918,122857,7189.269216989032,7733.210460009173,0.5493903079223734,0.5819463531316913,1.0,1.006945251315075
176,10,总费用,787586,7,630068,157518,459544,113276,6754.703744029589,7242.399389495839,0.555759177324243,0.5671993281996778,1.0000000000000002,1.0034134582470553
177,15,总费用,787586,7,630068,157518,431514,106670,6463.619781743101,6420.306757174488,0.5593569320172485,0.5613630638140529,1.0000000000000004,1.0011636734379954
178,20,总费用,787586,7,630068,157518,409891,101567,6197.713566225091,5792.882928242008,0.5608311189303701,0.5609603405989956,0.9999999999999999,1.0004879549806907
179,30,总费用,787586,7,630068,157518,376360,93431,5957.153368194559,5590.2328481939785,0.5637883754522995,0.5596240541495913,0.9999999999999999,0.9991448881411904
180,50,总费用,787586,7,630068,157518,330044,81954,5693.658388827296,5388.933297396801,0.5680651645011358,0.5561958531905176,1.0000000000000002,0.9964076735292106
181,100,总费用,787586,7,630068,157518,266128,66146,5120.205692291006,4920.356251483893,0.5707291651317683,0.554061526245532,1.0,0.9951863264686601
182,5,总费用,787586,8,630068,157518,489465,119692,7005.585786383788,7501.159860843494,0.5434365872847763,0.5771846573753765,0.9999999999999999,1.0065098065736253
183,10,总费用,787586,8,630068,157518,445002,109594,6575.281185687189,7098.77966509438,0.5502911543173419,0.5622526144543917,0.9999999999999999,1.002561604565194
184,15,总费用,787586,8,630068,157518,415886,102762,6319.646301128902,6318.267979291896,0.5535915722985024,0.5580902616461582,1.0000000000000002,1.0014763376285296
185,20,总费用,787586,8,630068,157518,393735,97483,6041.339791131737,5664.578015503524,0.555684443361856,0.5565699493840639,0.9999999999999999,1.000445160336119
186,30,总费用,787586,8,630068,157518,358830,89014,5823.5675234072905,5479.658806345039,0.5594385216096497,0.5551923219355575,0.9999999999999999,0.9991524737496973
187,50,总费用,787586,8,630068,157518,312429,77526,5480.045511147738,5258.884800018622,0.5644401981664692,0.5537916645583623,1.0000000000000002,0.9962511297139963
188,100,总费用,787586,8,630068,157518,247682,61529,4980.571604297797,4820.5822276342315,0.5676459636818781,0.5511700840932438,1.0000000000000002,0.9948152296663025
189,5,总费用,787586,9,630068,157518,488918,119565,7006.633864762623,7502.292419420056,0.5432478293250282,0.5771919003478262,1.0000000000000002,1.0065391097390035
190,10,总费用,787586,9,630068,157518,444371,109443,6577.027191166747,7101.433556366121,0.5501078132911773,0.5622692953481403,0.9999999999999999,1.0027174163562358
191,15,总费用,787586,9,630068,157518,415369,102634,6320.7876628768545,6319.993668301319,0.5534447365798795,0.5581201685694351,1.0,1.001606387421055
192,20,总费用,787586,9,630068,157518,393260,97370,6037.739705051527,5663.956147265605,0.5555442960128145,0.5565866526159824,1.0000000000000002,1.000543054543523
193,30,总费用,787586,9,630068,157518,358446,88929,5823.628344731799,5479.874742042729,0.5593177257233367,0.5551979679030722,1.0000000000000002,0.9991770222515477
194,50,总费用,787586,9,630068,157518,312167,77468,5480.104461064088,5260.092692580439,0.564406655530457,0.5537471094809258,0.9999999999999998,0.9962601956857458
195,100,总费用,787586,9,630068,157518,247413,61467,4981.144536052184,4821.680263247252,0.5675095398086197,0.5510468360330675,0.9999999999999999,0.994876801355311
196,5,耗材费,781951,3,625560,156391,591887,147037,6256.504834754521,6399.598697524414,1.1417026546897144,1.3143307547375305,0.9999999999999994,1.0160626839228706
197,10,耗材费,781951,3,625560,156391,574347,142998,6271.741938980122,6400.468223033947,1.1505301448063434,1.2677674226981714,1.0,1.0113136841333086
198,15,耗材费,781951,3,625560,156391,561489,139932,6264.89754253969,6410.0818398556385,1.1555848650286678,1.2506054264110198,1.0,1.0093266437987105
199,20,耗材费,781951,3,625560,156391,550479,137359,6273.637163848855,6324.272300069751,1.1586443359897813,1.230162796876683,0.9999999999999996,1.006948772800893
200,30,耗材费,781951,3,625560,156391,533351,133195,6187.260349480865,6226.955429486858,1.1606431140726534,1.1909888857971076,1.0,1.0043099832476785
201,50,耗材费,781951,3,625560,156391,506080,126515,6127.321061288663,6098.632940362432,1.1633750429803134,1.1749954996329037,1.0000000000000002,1.0020647292397409
202,100,耗材费,781951,3,625560,156391,457978,114469,6040.775829400365,6047.86521311092,1.1585950716325115,1.1072868396405775,1.0,1.0005838540542535
203,5,耗材费,781951,4,625560,156391,575250,142658,5605.739658650155,5640.773894431935,1.0716169443344197,1.190703382298619,0.9999999999999998,1.012477282163904
204,10,耗材费,781951,4,625560,156391,552519,137347,5538.998696721428,5566.564127393987,1.0831011020036674,1.1472147160751034,1.0000000000000007,1.007271741035687
205,15,耗材费,781951,4,625560,156391,537085,133777,5536.007259343307,5578.699532992964,1.088927844942801,1.1346308020799298,0.9999999999999998,1.0053292222884145
206,20,耗材费,781951,4,625560,156391,523968,130707,5518.794829683351,5571.131620989615,1.0932868230110755,1.0988832372489832,0.9999999999999999,1.0032480069352223
207,30,耗材费,781951,4,625560,156391,504212,125901,5436.3315576188415,5502.567191140722,1.0955132465935213,1.0941104960798866,1.0,1.0030051673115985
208,50,耗材费,781951,4,625560,156391,474184,118452,5432.613121727906,5433.961667613165,1.0973574028971862,1.0887466581973906,1.0000000000000002,1.0019617328333514
209,100,耗材费,781951,4,625560,156391,421188,105360,5333.720040901589,5299.5397770707805,1.0964997166433204,0.9978919564227792,1.0,0.9996502466962489
210,5,耗材费,781951,5,625560,156391,533663,131595,5085.433846298509,5232.25166061091,0.9197594938486717,1.1434168709722705,0.9999999999999998,1.0189677435720528
211,10,耗材费,781951,5,625560,156391,500677,124141,5048.517629597928,5072.566464503426,0.9330795360216835,1.0314407129303906,0.9999999999999999,1.0105104053668823
212,15,耗材费,781951,5,625560,156391,477719,118649,5005.269822226542,5014.445849123986,0.9392022008007279,0.971635313107591,1.0000000000000002,1.0078969066510446
213,20,耗材费,781951,5,625560,156391,460549,114550,4907.063403391264,4891.292038062502,0.9440621658969724,0.9594659185002002,0.9999999999999999,1.0071936163962312
214,30,耗材费,781951,5,625560,156391,433388,107879,4810.1023264186515,4781.006938455887,0.9477619685043307,0.9612906680937473,1.0000000000000002,1.0068136875184848
215,50,耗材费,781951,5,625560,156391,394194,98275,4484.50648212709,4370.046350382865,0.9571361752865543,0.9537835108588801,1.0000000000000002,1.0051658044745764
216,100,耗材费,781951,5,625560,156391,335159,83664,4308.599235934366,4187.12282252252,0.9464338701547553,0.9352951350106121,0.9999999999999998,1.0042607323585029
217,5,耗材费,781951,6,625560,156391,530864,130838,5012.910632876285,5151.646998903302,0.9151172746776397,1.1410634840394012,0.9999999999999998,1.0191964092049162
218,10,耗材费,781951,6,625560,156391,496990,123182,4982.856831348954,5014.057921412345,0.9286051037814331,1.0288484069000208,0.9999999999999999,1.0107519896168977
219,15,耗材费,781951,6,625560,156391,473724,117645,4943.599151999987,4967.492775304113,0.9350656223252476,0.9684816454267948,1.0,1.0080361280197734
220,20,耗材费,781951,6,625560,156391,456137,113488,4838.361516253237,4837.850596772889,0.9402243559473069,0.9565747341943696,1.0000000000000002,1.007403684661052
